DSCR,LLCR,PLCR,Leverage,GDP_Growth,Inflation,Construction_Progress,Contractor_Score,Country_Rating,Default
1.6239882614641976,1.555398786515859,2.046822734943624,67.08920959462286,3.5799381742538916,6.510897283884189,68.34312586700398,32.71596183102212,2,0
2.8915714741018155,2.6257028421350745,1.9879151962879993,75.76769780339606,7.081484939499795,7.6280992312502995,25.51477258946496,43.07407697617906,1,1
2.4103866719850915,3.618837507629225,4.625018322084147,37.53275291547493,6.402413946852386,12.963663504830524,88.51551070193334,88.18720635629597,8,1
2.1170486652334803,3.1966746592286834,1.9981847993980244,63.74118697248992,-2.691501429593395,5.76006140483849,65.18046151623173,83.6737849436835,9,0
1.1432410089733605,3.4196834435843493,2.087798904514524,60.022218820062406,-2.7612579538778914,13.175095587370398,24.148349520125883,54.544988402000286,7,1
1.1431879447396458,2.976350100132152,4.037593049671855,78.29812637517898,-0.9773844838263006,2.233882033673681,96.61042517330861,56.37674394419487,8,1
0.9277839467700388,3.0768296935535573,2.79895936980216,83.42609423368825,0.41612089511555794,11.87517812092083,56.652891700178856,67.34881034875056,4,1
2.7055875207048574,3.5475869546959578,4.106842227820724,20.850974003417075,1.1268337211272392,12.865666862766309,16.56086066844895,30.016870327959417,4,1
2.1224530258350596,1.7490040265775577,1.261464630257541,67.18139433411548,5.195458252500179,3.5454471397227425,66.41496139735605,46.887103522661945,2,0
2.3577596711513005,2.4682748909294214,2.9502847746935372,23.628505938381032,-4.149793517512469,7.024851453210806,32.78790163115292,44.57622660257501,8,0
0.8452858874507654,1.6636283254588067,1.1344544007331305,58.42010655541492,-4.479909436609004,3.316996845291179,82.33241066895722,47.533806272483446,2,1
2.9338016747563875,3.963004023989941,1.250612813821418,40.13429103305747,0.8786584441586349,10.892457805919049,83.60398662095716,86.4134089773409,9,1
2.631373809760928,3.83217801905984,4.625749813377643,41.474361966549885,5.457455382069707,8.494868752863194,98.10526202691956,49.57716995825102,4,0
1.2671460434922075,1.1182804341055177,1.5569814844703807,44.70709524166496,-2.0984698556527617,9.894526853916494,55.16825779220533,43.40649254351037,1,0
1.2000149278556214,3.1167255175470654,3.1296827291008684,63.490471433472706,4.622567218843775,3.750817537386956,50.94611917549634,65.29844225551221,4,0
1.2034899216775545,3.7757449522469972,2.644382410402826,43.38349759681385,-1.102577930895508,3.9644420687338733,77.81280449018325,90.59515254609124,3,0
1.4693329345109831,1.5417260353820006,2.3893733050353707,71.28893354131964,8.291291632202745,1.5809625571386892,21.92235907077339,46.89447926862499,6,1
1.9544641495909234,2.7038356916578885,4.59933338274909,48.31691699017088,8.435349163999248,5.508945492740216,59.222396241381176,35.497536995495906,7,0
1.7502790410126547,3.7464648927641253,1.087293587101958,24.7847240216971,-0.540691935780103,8.836425258671449,59.162284011776585,54.94833150947653,8,0
1.4407041084356922,1.1018379357573966,3.6551587447023564,74.8631889738875,-1.5500936905513925,13.011088795962603,18.052581052934848,82.33562771954846,2,1
2.146076368389235,3.0922608017405198,4.853577736854202,40.00308272148942,1.169559580993469,10.33698426442153,47.61856769562222,68.54833812863562,6,1
1.1068864934344922,1.8920470221176524,3.2406727338473678,50.29368157194838,-1.392026222297769,7.09554852759652,86.79563187104817,87.17553587020433,6,1
1.44271822677748,3.7731885861295913,4.747289848132367,67.9810718255331,5.085757649375555,14.343681601517929,87.05382597951943,97.17145033264637,5,1
1.6059960552461219,3.9131747354961033,1.209031517144095,43.271931000409836,7.390970268224283,11.069432808061645,18.93138984277129,85.4863733726132,7,1
1.8033539652774793,3.8327994673403016,2.6751732762966456,23.960995930270094,5.0963819636682555,14.0223128400757,18.164879447304777,72.26621551906274,3,1
2.52738711506463,2.422642649972391,2.0406311638482046,46.174473290896955,7.365256708740242,8.38623162581032,33.642592930174175,64.53391116366663,4,0
1.2392823207483916,3.5861279529679404,3.923283859922919,86.11140078860124,0.954882433112112,4.624659847103954,88.72894562985941,32.80483604437867,9,1
1.9313157645099457,3.533648195605211,4.925188361988987,64.92140781089907,-2.655245439367087,1.7395736091061078,21.601232656614904,98.90253851698289,4,0
2.1033120514964936,1.957301419729767,2.0261202497769912,67.00354040670449,6.0692642109638815,11.165187920773906,74.79971223647016,56.84367858025298,3,1
0.902190907983995,3.486746422452032,3.616698405896298,64.25975075463478,0.40711757712330865,2.6982419720774775,19.10490576517929,40.65597497418068,2,1
2.1365986741831646,1.1110229041464779,1.7923905310389605,33.92944972716057,5.069062378436987,5.23885179580754,66.08240683730429,76.66961987775197,5,0
1.1751530721120416,2.7888096354461593,3.2613210182864396,49.28337048715961,-0.9403408702735145,8.454592710374563,42.04605692072303,49.900180236682154,4,1
0.943113504567615,1.6900265118631093,2.855729946753345,72.56578588543228,-3.78155547789991,8.901832228916469,81.00225666692803,71.00447896517333,8,1
2.8875481819573334,1.3617006573318364,4.888021318526148,27.09610282872114,9.88872693231645,9.408164757819904,31.032140394282724,71.07375354912139,7,0
2.9243904727640304,1.2308596048876275,3.4341090907858662,39.449694326279854,-2.6569773810410107,3.327574624895809,67.52816464509638,61.20108746320084,6,0
2.578474165856215,3.0888663276344195,2.398025488347275,39.34233759260975,9.826314909452215,6.316323667503083,31.211428111829644,88.52830308815298,2,0
